AÑO,TRIMESTRE,COD_DEPARTAMENTO,DEPARTAMENTO,COD_MUNICIPIO,MUNICIPIO,No. ACCESOS FIJOS A INTERNET,POBLACIÓN DANE,INDICE
2023,1,41,HUILA,41530,PALESTINA,170,12077,"0,0141"
2021,4,76,VALLE DEL CAUCA,76834,TULUA,42895,229900,"0,1866"
2021,1,52,NARI�O,52250,EL CHARCO,113,22858,"0,0049"
2020,4,08,ATLANTICO,08685,SANTO TOMAS,3349,31734,"0,1055"
2022,4,41,HUILA,41298,GARZON,7317,76848,"0,0952"
2022,1,05,ANTIOQUIA,05615,RIONEGRO,42285,144418,"0,2928"
2022,3,54,NORTE DE SANTANDER,54003,ABREGO,899,35419,"0,0254"
2020,4,13,BOLIVAR,13780,TALAIGUA NUEVO,10,13505,"0,0007"
2020,3,52,NARI�O,52678,SAMANIEGO,264,29569,"0,0089"
2022,3,19,CAUCA,19585,PURACE,17,18248,"0,0009"
2022,1,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,2164,53731,"0,0403"
2020,3,52,NARI�O,52381,LA FLORIDA,169,10259,"0,0165"
2022,2,73,TOLIMA,73873,VILLARRICA,13,5172,"0,0025"
2022,3,99,VICHADA,99001,PUERTO CARRE�O,913,21868,"0,0418"
2022,2,70,SUCRE,70523,PALMITO,14,15993,"0,0009"
2022,1,05,ANTIOQUIA,05376,LA CEJA,16272,69202,"0,2351"
2020,2,05,ANTIOQUIA,05887,YARUMAL,4516,42919,"0,1052"
2021,3,47,MAGDALENA,47318,GUAMAL,429,29069,"0,0148"
2021,2,15,BOYACA,15696,SANTA SOFIA,35,3309,"0,0106"
2020,3,76,VALLE DEL CAUCA,76147,CARTAGO,24658,140323,"0,1757"
2021,4,73,TOLIMA,73319,GUAMO,3636,34315,"0,106"
2021,4,13,BOLIVAR,13683,SANTA ROSA,304,22327,"0,0136"
2020,4,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,894,34836,"0,0257"
2023,1,47,MAGDALENA,47660,SABANAS DE SAN ANGEL,444,17458,"0,0254"
2022,1,76,VALLE DEL CAUCA,76130,CANDELARIA,14297,93717,"0,1526"
2021,3,17,CALDAS,17653,SALAMINA,1396,19737,"0,0707"
2021,2,73,TOLIMA,73347,HERVEO,26,7565,"0,0034"
2021,2,25,CUNDINAMARCA,25438,MEDINA,206,8544,"0,0241"
2023,1,27,CHOCO,27615,RIOSUCIO,550,62137,"0,0089"
2022,1,25,CUNDINAMARCA,25154,CARMEN DE CARUPA,401,8449,"0,0475"
2022,4,73,TOLIMA,73443,MARIQUITA,4816,39117,"0,1231"
2020,2,27,CHOCO,27250,EL LITORAL DEL SAN JUAN,49,23345,"0,0021"
2021,4,76,VALLE DEL CAUCA,76616,RIOFRIO,63,15846,"0,004"
2020,2,76,VALLE DEL CAUCA,76616,RIOFRIO,86,15798,"0,0054"
2020,4,19,CAUCA,19256,EL TAMBO,497,55329,"0,009"
2020,3,68,SANTANDER,68745,SIMACOTA,40,10410,"0,0038"
2021,2,05,ANTIOQUIA,05649,SAN CARLOS,1634,16538,"0,0988"
2021,4,08,ATLANTICO,08558,POLONUEVO,352,19606,"0,018"
2022,1,23,CORDOBA,23189,CIENAGA DE ORO,1792,62549,"0,0286"
2021,4,68,SANTANDER,68344,HATO,58,2359,"0,0246"
2021,1,05,ANTIOQUIA,05856,VALPARAISO,569,6739,"0,0844"
2020,3,25,CUNDINAMARCA,25489,NIMAIMA,43,3808,"0,0113"
2021,2,13,BOLIVAR,13140,CALAMAR,547,24034,"0,0228"
2021,1,54,NORTE DE SANTANDER,54250,EL TARRA,538,22740,"0,0237"
2022,1,25,CUNDINAMARCA,25288,FUQUENE,327,5487,"0,0596"
2020,3,68,SANTANDER,68673,SAN BENITO,11,2997,"0,0037"
2021,2,08,ATLANTICO,08001,BARRANQUILLA,269435,1294390,"0,2082"
2023,1,05,ANTIOQUIA,05425,MACEO,337,8646,"0,039"
2023,1,05,ANTIOQUIA,05591,PUERTO TRIUNFO,1165,19387,"0,0601"
2023,1,15,BOYACA,15476,MOTAVITA,246,5946,"0,0414"
2022,1,47,MAGDALENA,47268,EL RETEN,715,21406,"0,0334"
2022,1,27,CHOCO,27810,UNION PANAMERICANA,29,7234,"0,004"
2021,4,94,GUAINIA,94001,INIRIDA,959,35041,"0,0274"
2023,1,52,NARI�O,52699,SANTACRUZ,38,11297,"0,0034"
2020,2,47,MAGDALENA,47030,ALGARROBO,389,16622,"0,0234"
2020,2,15,BOYACA,15533,PAYA,17,2668,"0,0064"
2021,2,68,SANTANDER,68327,GsEPSA,106,5263,"0,0201"
2022,1,19,CAUCA,19513,PADILLA,25,10395,"0,0024"
2021,2,52,NARI�O,52079,BARBACOAS,315,57633,"0,0055"
2023,1,50,META,50606,RESTREPO,3644,19890,"0,1832"
2022,1,15,BOYACA,15514,PAEZ,21,3405,"0,0062"
2020,2,15,BOYACA,15494,NUEVO COLON,101,5280,"0,0191"
2023,1,20,CESAR,20750,SAN DIEGO,564,21730,"0,026"
2022,3,47,MAGDALENA,47555,PLATO,5230,68466,"0,0764"
2020,2,50,META,50450,PUERTO CONCORDIA,36,8662,"0,0042"
2022,2,25,CUNDINAMARCA,25269,FACATATIVA,23509,161165,"0,1459"
2022,4,41,HUILA,41548,PITAL,699,14623,"0,0478"
2021,2,50,META,50686,SAN JUANITO,14,1362,"0,0103"
2020,4,41,HUILA,41357,IQUIRA,401,9553,"0,042"
2022,4,15,BOYACA,15673,SAN MATEO,122,3504,"0,0348"
2022,3,47,MAGDALENA,47189,CIENAGA,11065,130000,"0,0851"
2022,4,52,NARI�O,52001,PASTO,85155,408358,"0,2085"
2020,4,13,BOLIVAR,13140,CALAMAR,75,23607,"0,0032"
2022,4,91,AMAZONAS,91407,LA PEDRERA,1,4138,"0,0002"
2021,1,05,ANTIOQUIA,05495,NECHI,742,27195,"0,0273"
2021,1,05,ANTIOQUIA,05347,HELICONIA,310,5575,"0,0556"
2023,1,44,LA GUAJIRA,44078,BARRANCAS,667,42906,"0,0155"
2020,3,41,HUILA,41378,LA ARGENTINA,518,13357,"0,0388"
2020,2,19,CAUCA,19137,CALDONO,245,41380,"0,0059"
2021,3,05,ANTIOQUIA,05543,PEQUE,387,8431,"0,0459"
2023,1,08,ATLANTICO,08832,TUBARA,377,19132,"0,0197"
2022,4,13,BOLIVAR,13580,REGIDOR,70,7421,"0,0094"
2021,3,19,CAUCA,19300,GUACHENE,22,19964,"0,0011"
2021,2,52,NARI�O,52405,LEIVA,34,10006,"0,0034"
2021,2,73,TOLIMA,73483,NATAGAIMA,694,14750,"0,0471"
2021,2,63,QUINDIO,63548,PIJAO,151,5351,"0,0282"
2022,4,05,ANTIOQUIA,05001,MEDELLIN,769787,2572350,"0,2993"
2022,3,54,NORTE DE SANTANDER,54800,TEORAMA,39,18351,"0,0021"
2021,4,73,TOLIMA,73168,CHAPARRAL,4948,53754,"0,092"
2021,3,05,ANTIOQUIA,05895,ZARAGOZA,1921,25520,"0,0753"
2021,3,25,CUNDINAMARCA,25594,QUETAME,130,5472,"0,0238"
2021,2,13,BOLIVAR,13580,REGIDOR,97,7325,"0,0132"
2021,1,68,SANTANDER,68770,SUAITA,39,10414,"0,0037"
2023,1,25,CUNDINAMARCA,25875,VILLETA,6683,31632,"0,2113"
2022,2,15,BOYACA,15676,SAN MIGUEL DE SEMA,112,3130,"0,0358"
2022,1,27,CHOCO,27800,UNGUIA,230,14018,"0,0164"
2022,1,25,CUNDINAMARCA,25339,GUTIERREZ,15,3807,"0,0039"
2021,4,05,ANTIOQUIA,05310,GOMEZ PLATA,854,10117,"0,0844"
2020,4,13,BOLIVAR,13244,EL CARMEN DE BOLIVAR,2229,73278,"0,0304"
2020,2,73,TOLIMA,73283,FRESNO,395,31571,"0,0125"
2021,1,73,TOLIMA,73873,VILLARRICA,85,5128,"0,0166"
2023,1,85,CASANARE,85263,PORE,232,12681,"0,0183"
2021,4,17,CALDAS,17877,VITERBO,2317,12991,"0,1784"
2021,1,17,CALDAS,17867,VICTORIA,778,10343,"0,0752"
2021,3,73,TOLIMA,73030,AMBALEMA,183,6804,"0,0269"
2020,3,70,SUCRE,70702,SAN JUAN DE BETULIA,796,13887,"0,0573"
2021,3,15,BOYACA,15879,VIRACACHA,36,2908,"0,0124"
2023,1,15,BOYACA,15104,BOYACA,121,5392,"0,0224"
2021,3,41,HUILA,41791,TARQUI,726,18327,"0,0396"
2021,4,25,CUNDINAMARCA,25524,PANDI,367,5405,"0,0679"
2022,3,68,SANTANDER,68368,JESUS MARIA,23,3411,"0,0067"
2022,1,68,SANTANDER,68229,CURITI,798,13118,"0,0608"
2020,4,41,HUILA,41799,TELLO,68,12133,"0,0056"
2020,3,68,SANTANDER,68235,EL CARMEN DE CHUCURI,182,21745,"0,0084"
2022,3,27,CHOCO,27450,MEDIO SAN JUAN,227,11362,"0,02"
2022,1,88,SAN ANDRES Y PROVIDENCIA,88001,SAN ANDRES,4213,56318,"0,0748"
2021,2,86,PUTUMAYO,86569,PUERTO CAICEDO,949,16310,"0,0582"
2023,1,05,ANTIOQUIA,05318,GUARNE,14328,59226,"0,2419"
2022,4,68,SANTANDER,68327,GsEPSA,307,5314,"0,0578"
2022,4,73,TOLIMA,73461,MURILLO,13,4410,"0,0029"
2021,4,19,CAUCA,19513,PADILLA,13,10275,"0,0013"
2020,3,41,HUILA,41799,TELLO,18,12133,"0,0015"
2021,4,27,CHOCO,27001,QUIBDO,17378,137257,"0,1266"
2020,3,19,CAUCA,19845,VILLA RICA,159,21290,"0,0075"
2021,2,68,SANTANDER,68190,CIMITARRA,1085,34795,"0,0312"
2020,4,05,ANTIOQUIA,05044,ANZA,233,7230,"0,0322"
2023,1,05,ANTIOQUIA,05206,CONCEPCION,454,5020,"0,0904"
2022,4,05,ANTIOQUIA,05240,EBEJICO,1765,12605,"0,14"
2021,2,05,ANTIOQUIA,05501,OLAYA,282,3236,"0,0871"
2021,3,52,NARI�O,52835,SAN ANDRES DE TUMACO,8466,262567,"0,0322"
2021,4,15,BOYACA,15757,SOCHA,560,8236,"0,068"
2021,2,17,CALDAS,17388,LA MERCED,63,6186,"0,0102"
2021,3,25,CUNDINAMARCA,25368,JERUSALEN,38,2427,"0,0157"
2022,1,13,BOLIVAR,13873,VILLANUEVA,1582,25559,"0,0619"
2020,3,25,CUNDINAMARCA,25293,GACHALA,119,4640,"0,0256"
2023,1,15,BOYACA,15572,PUERTO BOYACA,5279,50160,"0,1052"
2021,2,99,VICHADA,99524,LA PRIMAVERA,18,10556,"0,0017"
2021,3,50,META,50577,PUERTO LLERAS,21,10963,"0,0019"
2021,4,19,CAUCA,19573,PUERTO TEJADA,3550,43172,"0,0822"
2022,3,25,CUNDINAMARCA,25781,SUTATAUSA,687,6718,"0,1023"
2020,3,68,SANTANDER,68432,MALAGA,1033,21275,"0,0486"
2022,4,25,CUNDINAMARCA,25885,YACOPI,72,13536,"0,0053"
2022,4,68,SANTANDER,68160,CEPITA,58,2086,"0,0278"
2022,1,19,CAUCA,19845,VILLA RICA,113,21727,"0,0052"
2021,4,25,CUNDINAMARCA,25596,QUIPILE,40,6710,"0,006"
2022,2,68,SANTANDER,68211,CONTRATACION,336,3803,"0,0884"
2022,2,13,BOLIVAR,13744,SIMITI,1174,19733,"0,0595"
2023,1,76,VALLE DEL CAUCA,76892,YUMBO,20252,108774,"0,1862"
2023,1,91,AMAZONAS,91540,PUERTO NARI�O,11,10772,"0,001"
2020,4,05,ANTIOQUIA,05093,BETULIA,911,16059,"0,0567"
2022,3,13,BOLIVAR,13683,SANTA ROSA,332,22566,"0,0147"
2021,2,73,TOLIMA,73585,PURIFICACION,1366,23760,"0,0575"
2022,3,25,CUNDINAMARCA,25001,AGUA DE DIOS,1566,13182,"0,1188"
2021,4,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,2080,34651,"0,06"
2020,2,13,BOLIVAR,13650,SAN FERNANDO,10,13206,"0,0008"
2021,2,23,CORDOBA,23586,PURISIMA,184,18057,"0,0102"
2022,1,23,CORDOBA,23300,COTORRA,411,20139,"0,0204"
2020,2,15,BOYACA,15542,PESCA,156,6954,"0,0224"
2021,4,19,CAUCA,19450,MERCADERES,19,24178,"0,0008"
2021,3,27,CHOCO,27600,RIO QUITO,33,8659,"0,0038"
2022,1,85,CASANARE,85225,NUNCHIA,59,9617,"0,0061"
2020,2,17,CALDAS,17662,SAMANA,395,20912,"0,0189"
2022,2,47,MAGDALENA,47545,PIJI�O DEL CARMEN,271,13310,"0,0204"
2020,2,76,VALLE DEL CAUCA,76736,SEVILLA,4095,43070,"0,0951"
2021,3,05,ANTIOQUIA,05206,CONCEPCION,464,4927,"0,0942"
2022,4,95,GUAVIARE,95200,MIRAFLORES,13,7710,"0,0017"
2022,4,70,SUCRE,70823,TOLU VIEJO,687,22803,"0,0301"
2022,4,19,CAUCA,19022,ALMAGUER,11,19226,"0,0006"
2020,3,15,BOYACA,15764,SORACA,44,6148,"0,0072"
2022,3,15,BOYACA,15238,DUITAMA,31378,130212,"0,241"
2020,3,41,HUILA,41807,TIMANA,49,22543,"0,0022"
2020,3,05,ANTIOQUIA,05579,PUERTO BERRIO,6198,40704,"0,1523"
2022,2,05,ANTIOQUIA,05030,AMAGA,3603,31851,"0,1131"
2021,2,13,BOLIVAR,13473,MORALES,687,24027,"0,0286"
2021,3,15,BOYACA,15516,PAIPA,6752,35324,"0,1911"
2020,2,76,VALLE DEL CAUCA,76020,ALCALA,1198,14535,"0,0824"
2021,2,76,VALLE DEL CAUCA,76243,EL AGUILA,108,9077,"0,0119"
2020,3,50,META,50606,RESTREPO,2874,19016,"0,1511"
2020,3,17,CALDAS,17777,SUPIA,1875,29319,"0,064"
2023,1,25,CUNDINAMARCA,25398,LA PE�A,19,6756,"0,0028"
2021,3,19,CAUCA,19760,SOTARA,60,14554,"0,0041"
2021,4,76,VALLE DEL CAUCA,76054,ARGELIA,204,5484,"0,0372"
2022,2,70,SUCRE,70204,COLOSO,6,9189,"0,0007"
2023,1,68,SANTANDER,68245,EL GUACAMAYO,39,2266,"0,0172"
2020,3,85,CASANARE,85010,AGUAZUL,2962,38565,"0,0768"
2023,1,19,CAUCA,19743,SILVIA,60,39977,"0,0015"
2020,4,41,HUILA,41668,SAN AGUSTIN,1277,34223,"0,0373"
2021,3,15,BOYACA,15806,TIBASOSA,1182,13637,"0,0867"
2022,4,15,BOYACA,15491,NOBSA,1346,16976,"0,0793"
2020,3,15,BOYACA,15476,MOTAVITA,34,5766,"0,0059"
2020,3,54,NORTE DE SANTANDER,54347,HERRAN,32,7366,"0,0043"
2021,3,15,BOYACA,15162,CERINZA,295,3830,"0,077"
2022,4,68,SANTANDER,68211,CONTRATACION,294,3803,"0,0773"
2023,1,85,CASANARE,85430,TRINIDAD,397,14910,"0,0266"
2021,4,05,ANTIOQUIA,05628,SABANALARGA,504,9409,"0,0536"
2020,3,52,NARI�O,52320,GUAITARILLA,21,11702,"0,0018"
2021,2,05,ANTIOQUIA,05631,SABANETA,38939,87446,"0,4453"
2023,1,41,HUILA,41518,PAICOL,705,7078,"0,0996"
2023,1,13,BOLIVAR,13052,ARJONA,3288,75429,"0,0436"
2022,2,52,NARI�O,52240,CHACHAGsI,1764,15769,"0,1119"
2021,2,41,HUILA,41801,TERUEL,511,8388,"0,0609"
2022,3,25,CUNDINAMARCA,25214,COTA,10683,37793,"0,2827"
2021,4,27,CHOCO,27430,MEDIO BAUDO,38,16058,"0,0024"
2020,4,05,ANTIOQUIA,05887,YARUMAL,4139,42919,"0,0964"
2020,4,15,BOYACA,15442,MARIPI,18,5859,"0,0031"
2022,1,25,CUNDINAMARCA,25120,CABRERA,51,5322,"0,0096"
2021,1,05,ANTIOQUIA,05042,SANTAFE DE ANTIOQUIA,3036,27327,"0,1111"
2023,1,68,SANTANDER,68522,PALMAR,7,1502,"0,0047"
2022,1,41,HUILA,41132,CAMPOALEGRE,2504,32709,"0,0766"
2022,4,15,BOYACA,15047,AQUITANIA,786,16141,"0,0487"
2022,2,15,BOYACA,15600,RAQUIRA,121,8341,"0,0145"
2022,2,05,ANTIOQUIA,05031,AMALFI,1409,27398,"0,0514"
2021,4,05,ANTIOQUIA,05190,CISNEROS,2216,10147,"0,2184"
2023,1,25,CUNDINAMARCA,25040,ANOLAIMA,1761,16059,"0,1097"
2021,2,15,BOYACA,15832,TUNUNGUA,7,1589,"0,0044"
2021,4,25,CUNDINAMARCA,25307,GIRARDOT,23170,111871,"0,2071"
2022,4,73,TOLIMA,73200,COELLO,22,8474,"0,0026"
2021,4,05,ANTIOQUIA,05665,SAN PEDRO DE URABA,4209,32322,"0,1302"
2022,1,76,VALLE DEL CAUCA,76250,EL DOVIO,481,9155,"0,0525"
2021,4,50,META,50330,MESETAS,458,11747,"0,039"
2021,1,73,TOLIMA,73585,PURIFICACION,1332,23760,"0,0561"
2023,1,05,ANTIOQUIA,05390,LA PINTADA,1743,8571,"0,2034"
2022,4,13,BOLIVAR,13838,TURBANA,671,17641,"0,038"
2022,2,50,META,50124,CABUYARO,54,6479,"0,0083"
2022,2,25,CUNDINAMARCA,25823,TOPAIPI,141,4546,"0,031"
2021,1,50,META,50110,BARRANCA DE UPIA,430,6869,"0,0626"
2021,3,25,CUNDINAMARCA,25807,TIBIRITA,15,3412,"0,0044"
2021,3,15,BOYACA,15664,SAN JOSE DE PARE,46,5163,"0,0089"
2023,1,85,CASANARE,85230,OROCUE,528,13844,"0,0381"
2022,2,73,TOLIMA,73055,ARMERO,2233,13394,"0,1667"
2022,3,52,NARI�O,52352,ILES,296,7906,"0,0374"
2022,4,15,BOYACA,15723,SATIVASUR,22,1138,"0,0193"
2021,4,05,ANTIOQUIA,05306,GIRALDO,207,5796,"0,0357"
2021,4,23,CORDOBA,23807,TIERRALTA,5071,97012,"0,0523"
2021,3,05,ANTIOQUIA,05467,MONTEBELLO,439,6840,"0,0642"
2022,4,54,NORTE DE SANTANDER,54810,TIBU,1239,60935,"0,0203"
2023,1,76,VALLE DEL CAUCA,76377,LA CUMBRE,2010,17280,"0,1163"
2021,1,86,PUTUMAYO,86757,SAN MIGUEL,336,20360,"0,0165"
2020,4,19,CAUCA,19585,PURACE,21,17833,"0,0012"
2020,2,05,ANTIOQUIA,05353,HISPANIA,601,5640,"0,1066"
2021,2,15,BOYACA,15762,SORA,27,3145,"0,0086"
2022,4,50,META,50573,PUERTO LOPEZ,2457,32577,"0,0754"
2020,2,05,ANTIOQUIA,05091,BETANIA,640,10566,"0,0606"
2021,1,17,CALDAS,17541,PENSILVANIA,1399,20006,"0,0699"
2021,4,94,GUAINIA,94886,CACAHUAL,8,932,"0,0086"
2021,2,23,CORDOBA,23189,CIENAGA DE ORO,2074,61898,"0,0335"
2021,3,19,CAUCA,19392,LA SIERRA,136,11036,"0,0123"
2022,3,27,CHOCO,27073,BAGADO,46,11433,"0,004"
2023,1,76,VALLE DEL CAUCA,76306,GINEBRA,3042,24996,"0,1217"
2022,4,05,ANTIOQUIA,05206,CONCEPCION,457,4965,"0,092"
2022,4,68,SANTANDER,68673,SAN BENITO,6,3037,"0,002"
2021,4,23,CORDOBA,23464,MOMIL,480,20531,"0,0234"
2020,2,47,MAGDALENA,47318,GUAMAL,39,28418,"0,0014"
2020,4,27,CHOCO,27491,NOVITA,15,9610,"0,0016"
2021,4,52,NARI�O,52885,YACUANQUER,479,11264,"0,0425"
2022,4,52,NARI�O,52381,LA FLORIDA,294,10366,"0,0284"
2021,3,54,NORTE DE SANTANDER,54520,PAMPLONITA,157,6019,"0,0261"
2021,4,68,SANTANDER,68500,OIBA,353,10868,"0,0325"
2023,1,05,ANTIOQUIA,05036,ANGELOPOLIS,578,6082,"0,095"
2021,3,25,CUNDINAMARCA,25154,CARMEN DE CARUPA,637,8176,"0,0779"
2021,4,25,CUNDINAMARCA,25779,SUSA,200,7032,"0,0284"
2020,3,68,SANTANDER,68820,TONA,133,7495,"0,0177"
2022,4,13,BOLIVAR,13688,SANTA ROSA DEL SUR,5792,35517,"0,1631"
2020,4,25,CUNDINAMARCA,25580,PULI,12,3512,"0,0034"
2020,2,50,META,50370,URIBE,340,9578,"0,0355"
2022,2,17,CALDAS,17662,SAMANA,698,21171,"0,033"
2021,3,05,ANTIOQUIA,05792,TARSO,526,6394,"0,0823"
2022,3,44,LA GUAJIRA,44035,ALBANIA,1690,34350,"0,0492"
2022,2,15,BOYACA,15104,BOYACA,80,5342,"0,015"
2022,2,15,BOYACA,15325,GUAYATA,117,3480,"0,0336"
2021,3,25,CUNDINAMARCA,25322,GUASCA,1041,16858,"0,0618"
2021,4,19,CAUCA,19130,CAJIBIO,223,43575,"0,0051"
2022,3,05,ANTIOQUIA,05652,SAN FRANCISCO,903,5901,"0,153"
2020,3,13,BOLIVAR,13062,ARROYOHONDO,30,8534,"0,0035"
2022,4,15,BOYACA,15600,RAQUIRA,481,8341,"0,0577"
2021,3,85,CASANARE,85001,YOPAL,33048,184803,"0,1788"
2022,2,50,META,50330,MESETAS,465,11943,"0,0389"
2021,4,17,CALDAS,17614,RIOSUCIO,4161,53116,"0,0783"
2020,2,47,MAGDALENA,47189,CIENAGA,6394,126370,"0,0506"
2020,2,70,SUCRE,70233,EL ROBLE,9,10068,"0,0009"
2020,3,52,NARI�O,52399,LA UNION,479,32569,"0,0147"
2021,1,54,NORTE DE SANTANDER,54498,OCA�A,13136,131038,"0,1002"
2021,1,73,TOLIMA,73622,RONCESVALLES,210,5583,"0,0376"
2020,4,15,BOYACA,15236,CHIVOR,15,2549,"0,0059"
2021,2,15,BOYACA,15183,CHITA,69,8135,"0,0085"
2021,3,25,CUNDINAMARCA,25394,LA PALMA,203,10153,"0,02"
2021,2,76,VALLE DEL CAUCA,76248,EL CERRITO,8616,57532,"0,1498"
2021,3,73,TOLIMA,73585,PURIFICACION,1402,23760,"0,059"
2020,2,05,ANTIOQUIA,05145,CARAMANTA,347,4813,"0,0721"
2020,2,05,ANTIOQUIA,05209,CONCORDIA,988,21997,"0,0449"
2022,4,13,BOLIVAR,13620,SAN CRISTOBAL,487,8614,"0,0565"
2022,4,68,SANTANDER,68092,BETULIA,21,6178,"0,0034"
2020,4,95,GUAVIARE,95015,CALAMAR,295,10281,"0,0287"
2022,2,41,HUILA,41530,PALESTINA,173,11918,"0,0145"
2022,4,50,META,50450,PUERTO CONCORDIA,18,8907,"0,002"
2021,2,68,SANTANDER,68444,MATANZA,224,5196,"0,0431"
2022,3,13,BOLIVAR,13188,CICUCO,635,14555,"0,0436"
2020,2,19,CAUCA,19845,VILLA RICA,158,21290,"0,0074"
2023,1,70,SUCRE,70823,TOLU VIEJO,667,23099,"0,0289"
2020,2,15,BOYACA,15816,TOGsI,58,4453,"0,013"
2021,3,70,SUCRE,70823,TOLU VIEJO,536,22463,"0,0239"
2021,3,47,MAGDALENA,47707,SANTA ANA,367,26905,"0,0136"
2022,3,85,CASANARE,85263,PORE,234,12487,"0,0187"
2020,2,76,VALLE DEL CAUCA,76670,SAN PEDRO,1044,17646,"0,0592"
2021,4,68,SANTANDER,68669,SAN ANDRES,22,8929,"0,0025"
2020,4,15,BOYACA,15480,MUZO,38,8765,"0,0043"
2022,2,41,HUILA,41013,AGRADO,253,9282,"0,0273"
2021,4,05,ANTIOQUIA,05425,MACEO,586,8495,"0,069"
2021,2,41,HUILA,41770,SUAZA,381,23043,"0,0165"
2020,4,41,HUILA,41524,PALERMO,1834,27202,"0,0674"
2021,4,05,ANTIOQUIA,05664,SAN PEDRO,3639,22983,"0,1583"
2021,4,50,META,50124,CABUYARO,62,6389,"0,0097"
2021,1,15,BOYACA,15367,JENESANO,262,7508,"0,0349"
2021,1,44,LA GUAJIRA,44001,RIOHACHA,25187,212481,"0,1185"
2021,4,73,TOLIMA,73622,RONCESVALLES,216,5583,"0,0387"
2022,3,17,CALDAS,17867,VICTORIA,555,10414,"0,0533"
2021,3,15,BOYACA,15660,SAN EDUARDO,74,1728,"0,0428"
2021,3,19,CAUCA,19397,LA VEGA,201,25455,"0,0079"
2022,2,25,CUNDINAMARCA,25053,ARBELAEZ,610,11807,"0,0517"
2022,3,25,CUNDINAMARCA,25524,PANDI,390,5587,"0,0698"
2022,1,19,CAUCA,19418,LOPEZ,144,19530,"0,0074"
2020,2,91,AMAZONAS,91001,LETICIA,1256,50950,"0,0247"
2021,1,97,VAUPES,97001,MITU,32,32301,"0,001"
2021,4,25,CUNDINAMARCA,25899,ZIPAQUIRA,32279,145842,"0,2213"
2020,2,25,CUNDINAMARCA,25181,CHOACHI,666,11673,"0,0571"
2023,1,15,BOYACA,15109,BUENAVISTA,87,4626,"0,0188"
2021,2,85,CASANARE,85430,TRINIDAD,567,14382,"0,0394"
2020,2,15,BOYACA,15808,TINJACA,26,3383,"0,0077"
2021,2,18,CAQUETA,18001,FLORENCIA,24423,175182,"0,1394"
2021,4,15,BOYACA,15764,SORACA,367,6228,"0,0589"
2020,2,68,SANTANDER,68418,LOS SANTOS,187,14820,"0,0126"
2022,4,27,CHOCO,27150,CARMEN DEL DARIEN,156,21458,"0,0073"
2022,3,15,BOYACA,15806,TIBASOSA,1363,13774,"0,099"
2022,1,15,BOYACA,15469,MONIQUIRA,1677,23841,"0,0703"
2020,4,13,BOLIVAR,13490,NOROSI,71,10128,"0,007"
2020,3,17,CALDAS,17380,LA DORADA,9510,73645,"0,1291"
2022,2,15,BOYACA,15407,VILLA DE LEYVA,2830,17282,"0,1638"
2021,1,23,CORDOBA,23464,MOMIL,329,20531,"0,016"
2022,4,73,TOLIMA,73616,RIOBLANCO,528,23197,"0,0228"
2020,4,15,BOYACA,15377,LABRANZAGRANDE,23,3592,"0,0064"
2022,1,25,CUNDINAMARCA,25438,MEDINA,192,8820,"0,0218"
2022,1,68,SANTANDER,68327,GsEPSA,192,5314,"0,0361"
2022,4,44,LA GUAJIRA,44378,HATONUEVO,769,23409,"0,0329"
2022,3,08,ATLANTICO,08634,SABANAGRANDE,2532,35630,"0,0711"
2021,1,20,CESAR,20621,LA PAZ,1653,30605,"0,054"
2021,1,25,CUNDINAMARCA,25867,VIANI,38,4738,"0,008"
2020,3,47,MAGDALENA,47189,CIENAGA,6345,126370,"0,0502"
2022,4,05,ANTIOQUIA,05113,BURITICA,1028,9849,"0,1044"
2020,2,52,NARI�O,52207,CONSACA,27,14093,"0,0019"
2022,2,63,QUINDIO,63302,GENOVA,59,7677,"0,0077"
2022,4,27,CHOCO,27073,BAGADO,43,11433,"0,0038"
2021,1,85,CASANARE,85010,AGUAZUL,3076,39153,"0,0786"
2020,3,25,CUNDINAMARCA,25845,UNE,259,7395,"0,035"
2021,1,25,CUNDINAMARCA,25524,PANDI,310,5405,"0,0574"
2022,4,68,SANTANDER,68895,ZAPATOCA,758,9845,"0,077"
2022,3,68,SANTANDER,68266,ENCISO,43,3595,"0,012"
2021,1,25,CUNDINAMARCA,25777,SUPATA,396,5670,"0,0698"
2022,3,73,TOLIMA,73001,IBAGUE,149053,539745,"0,2762"
2022,1,05,ANTIOQUIA,05129,CALDAS,21048,84631,"0,2487"
2021,4,70,SUCRE,70670,SAMPUES,2244,51024,"0,044"
2022,1,97,VAUPES,97889,YAVARATE,2,1171,"0,0017"
2022,4,52,NARI�O,52019,ALBAN,297,9927,"0,0299"
2021,4,68,SANTANDER,68397,LA PAZ,17,5096,"0,0033"
2023,1,66,RISARALDA,66682,SANTA ROSA DE CABAL,14287,79840,"0,1789"
2022,1,54,NORTE DE SANTANDER,54109,BUCARASICA,29,7122,"0,0041"
2020,2,73,TOLIMA,73026,ALVARADO,54,9022,"0,006"
2021,2,68,SANTANDER,68013,AGUADA,27,1898,"0,0142"
2022,3,86,PUTUMAYO,86568,PUERTO ASIS,1280,70830,"0,0181"
